latitude,longitude,value,content
30.20517781, -97.75364742, neg
42.25111316, -71.07689056, pos
41.94091949, -79.19657898, neg
42.80614271, -78.73870438, pos
40.56666017, -81.49929388, pos
55.0830236, -3.639144, pos
51.50642828, -2.62744904, neg
33.93298809, -118.12023468, neg
53.57031373, -2.22474989, neg
40.67446667, -73.67999664, pos
26.42234973, -82.07833037, neg
-1.29537, 36.79613, neg
43.4366985, -83.9500926, neg
40.3448097, -78.8850688, pos
39.3466262, -76.5223945, neg
42.2970395, -71.42753045, neg
41.06523412, -81.46166596, neg
39.4464019, -76.8042996, neg
37.440422, -76.815915, pos
33.45748855, -112.39318899, neg
1.35592477, 103.95643964, neg
40.5780239, -98.39929287, neg
54.51132429, -1.35760312, neg
34.00221773, -84.17554449, neg
38.9454604, -92.36854412, pos
32.50225477, -87.83915172, neg
29.15647897, -82.02664118, neg
26.19832635, 50.50388986, pos
32.6449077, -83.6778686, pos
5.564832, 5.7792546, pos
53.4336007, -2.1792368, pos
29.6290183, -83.11565545, neg
45.47689873, -91.6983714, pos
54.83217987, -1.3725044, neg
52.21064373, -6.38271377, neg
36.40710757, -85.31570247, neg
45.71999492, -122.68915658, neg
50.62197113, -1.17783213, neg
53.11670205, -2.18062685, neg
54.59930881, -5.8726913, neg
53.51877102, -2.22106269, neg
41.88839078, -80.73198079, neg
13.0244121, 77.5965848, neg
39.95319454, -74.94762904, neg
51.0210889, -114.15806569, neg
40.22122428, -74.85357972, neg
1.40027027, 103.74413301, neg
31.4950873, -82.83137135, neg
43.39791433, -84.62314969, neg
52.2973309, -7.2642993, neg
41.20576095, -78.81669616, pos
29.74024404, -95.51932834, neg
32.84265827, -96.97757942, pos
34.68747785, -77.04476164, neg
38.94571987, -92.368251, neg
41.88804564, -87.62626724, pos
40.11893397, -83.12506123, neg
50.65799958, -1.15060552, pos
40.86370018, -74.38206193, neg
30.18153756, -92.05878674, neg
53.59537009, -1.29983218, neg
41.4450597, -81.71917511, neg
40.25092288, -74.08620103, neg
10.37024475, 123.91473876, neg
47.820592, -122.287912, neg
43.0370138, -85.7086912, pos
40.16555229, -80.23767922, neg
52.29535771, -0.58459693, neg
25.29045299, 55.37073572, neg
33.01374899, -96.5120988, neg
29.75523769, -95.3618441, pos
3.109356, 101.6739951, neg
53.85406204, -1.5333437, neg
40.2250417, -83.3808825, neg
